Comercializador,Mercado,Nivel de Tensión,G,T,D,C,COT,P,R,CU,CU + COT
VATIA,ANTIOQUIA,1 OR,317.8127,62.1955,322.1339,22.7654,45.72,67.5542,36.7813,829.243,874.963
VATIA,ANTIOQUIA,1 COMP,317.8127,62.1955,281.3032,22.7654,45.72,67.5542,36.7813,788.4123,834.1323
VATIA,ANTIOQUIA,1 US,317.8127,62.1955,240.4724,22.7654,45.72,67.5542,36.7813,747.5815,793.3015
VATIA,ANTIOQUIA,2,317.8127,62.1955,207.5394,22.7654,20.86,20.8919,36.7813,667.9862,688.8462
VATIA,ANTIOQUIA,3,317.8127,62.1955,91.379,22.7654,21.67,18.606,36.7813,549.5399,571.2099
VATIA,ARAUCA,1 OR,316.5555,62.1955,302.8913,29.5916,0,50.1269,36.7813,798.1421,798.1421
VATIA,ARAUCA,1 COMP,316.5555,62.1955,273.8194,29.5916,0,50.1269,36.7813,769.0702,769.0702
VATIA,ARAUCA,1 US,316.5555,62.1955,244.7476,29.5916,0,50.1269,36.7813,739.9984,739.9984
VATIA,ARAUCA,2,316.5555,62.1955,192.3819,29.5916,0,17.7887,36.7813,655.2945,655.2945
VATIA,ARAUCA,3,316.5555,62.1955,129.1811,29.5916,0,10.6062,36.7813,584.9112,584.9112
VATIA,BAJO PUTUMAYO,1 OR,315.2451,62.1955,269.6139,27.5496,0,47.7244,36.7813,759.1098,759.1098
VATIA,BAJO PUTUMAYO,1 COMP,315.2451,62.1955,239.975,27.5496,0,47.7244,36.7813,729.4709,729.4709
VATIA,BAJO PUTUMAYO,1 US,315.2451,62.1955,210.3362,27.5496,0,47.7244,36.7813,699.8321,699.8321
VATIA,BAJO PUTUMAYO,2,315.2451,62.1955,179.4642,27.5496,0,18.8713,36.7813,640.107,640.107
VATIA,BAJO PUTUMAYO,3,315.2451,62.1955,79.8218,27.5496,0,16.1092,36.7813,537.7025,537.7025
VATIA,BOGOTA,1 OR,317.7132,62.1955,302.8913,29.5242,0,65.1459,36.7813,814.2514,814.2514
VATIA,BOGOTA,1 COMP,317.7132,62.1955,275.6787,29.5242,0,65.1459,36.7813,787.0388,787.0388
VATIA,BOGOTA,1 US,317.7132,62.1955,248.4661,29.5242,0,65.1459,36.7813,759.8262,759.8262
VATIA,BOGOTA,2,317.7132,62.1955,192.3819,29.5242,39.17,22.3567,36.7813,660.9528,700.1228
VATIA,BOGOTA,3,317.7132,62.1955,129.1811,29.5242,31.62,21.7046,36.7813,597.0999,628.7199
VATIA,BOYACA,1 OR,317.5926,62.1955,302.8913,32.405126,15.495764,71.8097,36.7813,823.67554,839.1713
VATIA,BOYACA,1 COMP,317.5926,62.1955,260.5243,32.405126,15.495764,71.8097,36.7813,781.30853,796.8043
VATIA,BOYACA,1 US,317.5926,62.1955,218.1572,32.405126,15.495764,71.8097,36.7813,738.9414,754.4372
VATIA,BOYACA,2,317.5926,62.1955,192.3819,32.404812,27.391188,20.7391,36.7813,662.0955,689.4867
VATIA,BOYACA,3,317.5926,62.1955,129.1811,32.404482,20.826818,17.7116,36.7813,595.8672,616.694
VATIA,CALDAS,1 OR,317.6786,62.1955,322.1339,28.6634,70.59,63.1107,36.7813,830.5634,901.1534
VATIA,CALDAS,1 COMP,317.6786,62.1955,283.4787,28.6634,70.59,63.1107,36.7813,791.9082,862.4982
VATIA,CALDAS,1 US,317.6786,62.1955,244.8235,28.6634,70.59,63.1107,36.7813,753.253,823.843
VATIA,CALDAS,2,317.6786,62.1955,207.5394,28.6634,46.53,28.9739,36.7813,681.8321,728.3621
VATIA,CALDAS,3,317.6786,62.1955,91.379,28.6634,0,21.6067,36.7813,558.3045,558.3045
VATIA,CALI,1 OR,317.8922,62.1955,265.262,28.9665,0,53.6087,36.7813,764.7062,764.7062
VATIA,CALI,1 COMP,317.8922,62.1955,251.1674,28.9665,0,53.6087,36.7813,750.6116,750.6116
VATIA,CALI,1 US,317.8922,62.1955,237.0727,28.9665,0,53.6087,36.7813,736.5169,736.5169
VATIA,CALI,2,317.8922,62.1955,153.457,28.9665,0,24.7229,36.7813,624.0154,624.0154
VATIA,CALI,3,317.8922,62.1955,94.9269,28.9665,0,23.109,36.7813,563.8714,563.8714
VATIA,CAQUETA,1 OR,316.3108,62.1955,269.6139,27.8495,26.97,75.349,36.7813,788.1,815.07
